item,price,high_alch,low_alch
Trailblazer cane,860125.0,90000.0,60000.0
Trailblazer globe,2384285.0,24000.0,16000.0
Trailblazer graceful ornament kit,344090.0,15000.0,10000.0
Trailblazer hood (t1),25763.0,9000.0,6000.0
Trailblazer hood (t2),149305.0,9000.0,6000.0
Trailblazer hood (t3),724866.0,90000.0,60000.0
Trailblazer relic hunter (t1) armour set,701936.0,30000.0,20000.0
Trailblazer relic hunter (t2) armour set,1907795.0,30000.0,20000.0
Trailblazer relic hunter (t3) armour set,6564354.0,30000.0,20000.0
Trailblazer reloaded alchemy scroll,1231527.0,15000.0,10000.0
Trailblazer reloaded banner,47611.0,600.0,400.0
Trailblazer reloaded blowpipe ornament kit,3198172.0,3000.0,2000.0
Trailblazer reloaded boots (t1),123640.0,9000.0,6000.0
Trailblazer reloaded boots (t2),194702.0,9000.0,6000.0
Trailblazer reloaded boots (t3),284527.0,9000.0,6000.0
Trailblazer reloaded bulwark ornament kit,5058200.0,3000.0,2000.0
Trailblazer reloaded death scroll,1789449.0,15000.0,10000.0
Trailblazer reloaded headband (t1),120208.0,9000.0,6000.0
Trailblazer reloaded headband (t2),206398.0,9000.0,6000.0
Trailblazer reloaded headband (t3),311812.0,9000.0,6000.0
Trailblazer reloaded home teleport scroll,597075.0,15000.0,10000.0
Trailblazer reloaded rejuvenation pool scroll,5176020.0,15000.0,10000.0
Trailblazer reloaded relic hunter (t1) armour set,258554.0,30000.0,20000.0
Trailblazer reloaded relic hunter (t2) armour set,1251568.0,30000.0,20000.0
Trailblazer reloaded relic hunter (t3) armour set,6607182.0,30000.0,20000.0
Trailblazer reloaded top (t1),119727.0,9000.0,6000.0
Trailblazer reloaded top (t2),208529.0,9000.0,6000.0
Trailblazer reloaded top (t3),327477.0,9000.0,6000.0
Trailblazer reloaded torch,461876.0,9000.0,6000.0
Trailblazer reloaded trousers (t1),128786.0,9000.0,6000.0
Trailblazer reloaded trousers (t2),196573.0,9000.0,6000.0
Trailblazer reloaded trousers (t3),273662.0,9000.0,6000.0
Trailblazer reloaded vengeance scroll,4150876.0,15000.0,10000.0
Trailblazer rug,2880221.0,30000.0,20000.0
Trailblazer teleport scroll,581562.0,15000.0,10000.0
Trailblazer tool ornament kit,917247.0,15000.0,10000.0
Trailblazer top (t1),24652.0,9000.0,6000.0
Trailblazer top (t2),169604.0,9000.0,6000.0
Trailblazer top (t3),1548656.0,90000.0,60000.0
Trailblazer trousers (t1),17119.0,9000.0,6000.0
Trailblazer trousers (t2),134071.0,9000.0,6000.0
Trailblazer trousers (t3),713377.0,90000.0,60000.0
Trapper's tipple,247.0,1.0,1.0
Treasonous ring,114936.0,30000.0,20000.0
Triangle sandwich,767.0,15.0,10.0
Tribal mask (combat),2273.0,300.0,200.0
Tribal mask (disease),3141.0,300.0,200.0
Tribal mask (poison),3802.0,300.0,200.0
Tribal top (blue),4889.0,180.0,120.0
Tribal top (brown),4357.0,180.0,120.0
Tribal top (pink),5046.0,180.0,120.0
Tribal top (yellow),4410.0,180.0,120.0
Trident of the seas (full),774547.0,41400.0,27600.0
Trinket of advanced weaponry,131122.0,1.0,1.0
Trinket of fairies,61720.0,1.0,1.0
Trinket of undead,78009.0,1.0,1.0
Trinket of vengeance,129739.0,1.0,1.0
Trousers (blue),758.0,450.0,300.0
Trousers (brown),604.0,330.0,220.0
Trousers (lilac),931.0,420.0,280.0
Trout,40.0,6.0,4.0
Trouver parchment,799988.0,1.0,1.0
Tumeken's shadow (uncharged),1205407638.0,1.0,1.0
Tuna,100.0,24.0,16.0
Tuna and corn,880.0,67.0,45.0
Tuna potato,1637.0,67.0,45.0
Turquoise boots,445.0,120.0,80.0
Turquoise hat,1010.0,96.0,64.0
Turquoise robe bottoms,1100.0,108.0,72.0
Turquoise robe top,958.0,108.0,72.0
Twinflame staff,9274955.0,1.0,1.0
Twisted banner,315241.0,600.0,400.0
Twisted blueprints,2434683.0,15000.0,10000.0
Twisted boots (t1),50653.0,600.0,400.0
Twisted boots (t2),108810.0,6000.0,4000.0
Twisted boots (t3),512171.0,60000.0,40000.0
Twisted bow,1583805435.0,2400000.0,1600000.0
Twisted buckler,15100860.0,54000.0,36000.0
Twisted cane,1220417.0,600.0,400.0
Twisted coat (t1),447856.0,600.0,400.0
Twisted coat (t2),446769.0,6000.0,4000.0
Twisted coat (t3),3636647.0,60000.0,40000.0
Twisted hat (t1),211059.0,600.0,400.0
Twisted hat (t2),185116.0,6000.0,4000.0
Twisted hat (t3),894856.0,60000.0,40000.0
Twisted horns,2744481.0,60000.0,40000.0
Twisted relic hunter (t1) armour set,683899.0,30000.0,20000.0
Twisted relic hunter (t2) armour set,1646451.0,30000.0,20000.0
Twisted relic hunter (t3) armour set,5031393.0,30000.0,20000.0
Twisted teleport scroll,406803.0,15000.0,10000.0
Twisted trousers (t1),42749.0,600.0,400.0
Twisted trousers (t2),102991.0,6000.0,4000.0
Twisted trousers (t3),440023.0,60000.0,40000.0
Tyrannical ring,202043.0,30000.0,20000.0
Tyras helm,1316.0,330.0,220.0
Tzhaar-ket-em,291691.0,18000.0,12000.0
Tzhaar-ket-om,457002.0,30000.0,20000.0
Tzhaar-ket-om ornament kit,4341.0,3000.0,2000.0
Ugthanki & onion,9.0,4.0,2.0
Ugthanki & tomato,10.0,4.0,2.0
Ugthanki kebab,732.0,12.0,8.0
Ugthanki meat,782.0,3.0,2.0
Ultor ring,196644099.0,1.0,1.0
Ultracompost,390.0,51.0,34.0
Unblessed symbol,90.0,120.0,80.0
Uncharged toxic trident,4674934.0,46800.0,31200.0
Uncharged toxic trident (e),10571900.0,64800.0,43200.0
Uncharged trident,39999.0,40800.0,27200.0
Uncharged trident (e),6012555.0,58800.0,39200.0
Uncooked apple pie,451.0,9.0,6.0
Uncooked berry pie,511.0,3.0,2.0
Uncooked botanical pie,2370.0,9.0,6.0
Uncooked dragonfruit pie,2093.0,24.0,16.0
Uncooked egg,16.0,4.0,3.0
Uncooked meat pie,555.0,4.0,3.0
Uncooked mushroom pie,6122.0,9.0,6.0
Uncut diamond,2687.0,120.0,80.0
Uncut dragonstone,17789.0,600.0,400.0
Uncut emerald,496.0,30.0,20.0
Uncut jade,88.0,18.0,12.0
Uncut onyx,2752558.0,120000.0,80000.0
Uncut opal,210.0,12.0,8.0
Uncut red topaz,1587.0,24.0,16.0
Uncut ruby,1052.0,60.0,40.0
Uncut sapphire,267.0,15.0,10.0
Uncut zenyte,14777709.0,45000.0,30000.0
Unfinished broad bolts,55.0,33.0,22.0
Unfinished potion,369.0,6.0,4.0
Unfired bowl,181.0,1.0,1.0
Unfired cup,37.0,1.0,1.0
Unfired pie dish,160.0,1.0,1.0
Unfired plant pot,130.0,1.0,1.0
Unfired pot,168.0,1.0,1.0
Unfired pot lid,112.0,6.0,4.0
Unholy blessing,27857.0,48.0,32.0
Unholy book page set,34560.0,4200.0,2800.0
Unholy symbol,135.0,120.0,80.0
Unicorn horn,801.0,12.0,8.0
Unicorn horn dust,899.0,12.0,8.0
Unlit bug lantern,439.0,78.0,52.0
Unlit torch,1.0,2.0,1.0
Unpowered orb,72.0,60.0,40.0
Unpowered symbol,144.0,120.0,80.0
Unstrung comp bow,716.0,54.0,36.0
Unstrung emblem,154.0,120.0,80.0
Unstrung heavy ballista,275980.0,30000.0,20000.0
Unstrung light ballista,86471.0,30000.0,20000.0
Unstrung symbol,84.0,120.0,80.0
Uri's hat,15255.0,600.0,400.0
Urium remains,6112.0,1.0,1.0
Ursine chainmace (u),7362217.0,1.0,1.0
Urt salt,65.0,6.0,4.0
Vampyre dust,1116.0,1.0,1.0
Varlamorian kebab,99.0,1.0,1.0
Varrock teleport (tablet),407.0,1.0,1.0
Veg ball,1356.0,1.0,1.0
Vegetable batta,3744.0,1.0,1.0
Venator bow (uncharged),69624596.0,1.0,1.0
Venator ring,69910655.0,1.0,1.0
Venator shard,13747513.0,1.0,1.0
Verac's armour set,765516.0,240000.0,160000.0
Verac's brassard,198435.0,168000.0,112000.0
Verac's brassard 0,166164.0,168000.0,112000.0
Verac's flail,103969.0,96000.0,64000.0
Verac's flail 0,95568.0,96000.0,64000.0
Verac's helm,119937.0,61800.0,41200.0
Verac's helm 0,75783.0,61800.0,41200.0
Verac's plateskirt,285611.0,165000.0,110000.0
Verac's plateskirt 0,229618.0,165000.0,110000.0
Vesta's longsword,10000000.0,180000.0,120000.0
Vesta's spear,10000000.0,180000.0,120000.0
Vial,3.0,1.0,1.0
Vial of blood,14816.0,60.0,40.0
Vial of water,4.0,1.0,1.0
Viggora's chainmace (u),7226888.0,72000.0,48000.0
Vile ashes,270.0,1.0,1.0
Villager armband (blue),921.0,90.0,60.0
Villager armband (brown),1113.0,90.0,60.0
Villager armband (pink),1142.0,90.0,60.0
Villager armband (yellow),864.0,90.0,60.0
Villager hat (blue),4042.0,120.0,80.0
Villager hat (brown),3417.0,120.0,80.0
Villager hat (pink),2808.0,120.0,80.0
Villager hat (yellow),3708.0,120.0,80.0
Villager robe (blue),4041.0,150.0,100.0
Villager robe (brown),3874.0,150.0,100.0
Villager robe (pink),3013.0,150.0,100.0
Villager robe (yellow),2507.0,150.0,100.0
Villager sandals (blue),3130.0,60.0,40.0
Villager sandals (brown),3397.0,60.0,40.0
Villager sandals (pink),4191.0,60.0,40.0
Villager sandals (yellow),3668.0,60.0,40.0
Virtus mask,4179393.0,120000.0,80000.0
Virtus robe bottom,28976997.0,240000.0,160000.0
Virtus robe top,58529730.0,360000.0,240000.0
Vodka,195.0,3.0,2.0
Voidwaker,71702727.0,1.0,1.0
Voidwaker blade,7177600.0,1.0,1.0
Voidwaker gem,46176665.0,1.0,1.0
Voidwaker hilt,17051175.0,1.0,1.0
Volatile orb,129316885.0,2400000.0,1600000.0
Volcanic ash,66.0,120.0,80.0
Volcanic whip mix,962798.0,1.0,1.0
Vyrewatch legs,3967.0,300.0,200.0
Vyrewatch shoes,3123.0,300.0,200.0
Vyrewatch top,3198.0,300.0,200.0
War blessing,10283.0,48.0,32.0
Ward upgrade kit,695580.0,900.0,600.0
Warped sceptre (uncharged),92274.0,1.0,1.0
Warrior helm,41636.0,36000.0,24000.0
Warrior icon,84926.0,1.0,1.0
Warrior ring,68524.0,6000.0,4000.0
Watchtower teleport (tablet),383.0,1.0,1.0
Water battlestaff,9037.0,9300.0,6200.0
Water orb,782.0,180.0,120.0
Water rune,5.0,2.0,1.0
Water talisman,157.0,2.0,1.0
Water tiara,12.0,60.0,40.0
Waterbirth teleport (tablet),812.0,1.0,1.0
Watering can,211.0,4.0,3.0
Watermelon,35.0,28.0,19.0
Watermelon seed,59.0,33.0,22.0
Watermelon slice,75.0,9.0,6.0
Waterskin(0),41.0,9.0,6.0
Waterskin(4),107.0,18.0,12.0
Watson teleport,13928.0,6.0,4.0
Weapon poison,307.0,86.0,57.0
Weapon poison(+),713.0,172.0,115.0
Weapon poison(++),3369.0,259.0,172.0
Webweaver bow (u),19992084.0,1.0,1.0
Weeds,252.0,1.0,1.0
West ardougne teleport (tablet),2435.0,1.0,1.0
Whisky,183.0,3.0,2.0
White 2h sword,1541.0,1152.0,768.0
White apron,50.0,1.0,1.0
White battleaxe,3784.0,748.0,499.0
White bead,3536.0,2.0,1.0
White beret,61257.0,48.0,32.0
White berries,897.0,6.0,4.0
White boater,3607.0,135.0,90.0
White boots,1836.0,345.0,230.0
White cavalier,11377.0,120.0,80.0
White chainbody,1193.0,864.0,576.0
White claws,2194.0,216.0,144.0
White dagger,240.0,144.0,96.0
White dagger(p),151.0,144.0,96.0
White dagger(p+),174.0,144.0,96.0
White dagger(p++),424.0,144.0,96.0
White dark bow paint,764761.0,1.0,1.0
White elegant blouse,67368.0,1200.0,800.0
White elegant skirt,22666.0,1200.0,800.0
White firelighter,85.0,9.0,6.0
White flowers,239042.0,60.0,40.0
White full helm,1954.0,633.0,422.0
White gloves,931.0,3.0,2.0
White halberd,2416.0,1152.0,768.0
White headband,2970.0,24.0,16.0
White kiteshield,2042.0,979.0,652.0
White lily,406.0,3.0,2.0
White lily seed,4263.0,180.0,120.0
White longsword,1574.0,576.0,384.0
White mace,601.0,259.0,172.0
White magic staff,1970.0,120.0,80.0
White med helm,1371.0,345.0,230.0
White partyhat,9361.0,1.0,1.0
White platebody,5783.0,2304.0,1536.0
White platelegs,3026.0,1152.0,768.0
White plateskirt,2337.0,1152.0,768.0
White scimitar,1049.0,460.0,307.0
White sq shield,1916.0,691.0,460.0
White sword,1696.0,374.0,249.0
White toy horsey,283.0,60.0,40.0
White unicorn mask,8918.0,600.0,400.0
White warhammer,1561.0,588.0,392.0
Whiteberry seed,12.0,79.0,53.0
Wild pie,592.0,109.0,72.0
Wildblood hops,29.0,9.0,6.0
Wildblood seed,35.0,8.0,5.0
Wilderness crabs teleport,36132.0,37.0,24.0
Willow bird house,1055.0,3.0,2.0
Willow blackjack,169.0,360.0,240.0
Willow blackjack(d),1434.0,480.0,320.0
Willow blackjack(o),2180.0,480.0,320.0
Willow branch,2120.0,1.0,1.0
Willow comp bow,2271.0,180.0,120.0
Willow leaves,140.0,1.0,1.0
Willow logs,83.0,24.0,16.0
Willow longbow,116.0,192.0,128.0
Willow longbow (u),79.0,96.0,64.0
Willow pyre logs,3198.0,48.0,32.0
Willow roots,56.0,1.0,1.0
Willow sapling,692.0,1.0,1.0
Willow seed,145.0,9.0,6.0
Willow shield,2.0,96.0,64.0
Willow shortbow,109.0,120.0,80.0
Willow shortbow (u),42.0,60.0,40.0
Willow stock,4.0,31.0,21.0
Wine of zamorak,953.0,1.0,1.0
Wizard blizzard,78.0,18.0,12.0
Wizard boots,277711.0,120.0,80.0
Wizard hat,372.0,1.0,1.0
Wizard's mind bomb,90.0,1.0,1.0
Woad leaf,58.0,1.0,1.0
Woad seed,11.0,6.0,4.0
Wolf bones,481.0,1.0,1.0
Wolf cloak,27994.0,600.0,400.0
Wolf mask,30389.0,1440.0,960.0
Wolfbone arrowtips,76.0,1.0,1.0
Wood camo legs,6344.0,12.0,8.0
Wood camo top,6981.0,12.0,8.0
Wood dining table (flatpack),2.0,6.0,4.0
Wooden bed (flatpack),1009.0,6.0,4.0
Wooden bench (flatpack),30.0,6.0,4.0
Wooden cat,4270.0,1.0,1.0
Wooden chair (flatpack),1527.0,6.0,4.0
Wooden shield,178.0,12.0,8.0
Wooden shield (g),363826.0,12.0,8.0
Wooden spoon,108.0,21.0,14.0
Wooden stock,10.0,12.0,8.0
Wool,124.0,1.0,1.0
Worm batta,2347.0,1.0,1.0
Worm crunchies,4028.0,1.0,1.0
Worm hole,3257.0,1.0,1.0
Woven top (blue),1731.0,390.0,260.0
Woven top (brown),952.0,300.0,200.0
Woven top (yellow),918.0,375.0,250.0
Wrapped oomlie,7318.0,9.0,6.0
Wrath rune,321.0,300.0,200.0
Wrath talisman,491.0,2.0,1.0
Wrath tiara,97.0,300.0,200.0
Wyrm bones,2338.0,96.0,64.0
Wyrmling bones,480.0,1.0,1.0
Wyvern bones,3850.0,96.0,64.0
Wyvern visage,27883960.0,450000.0,300000.0
Xerician fabric,1348.0,1.0,1.0
Xerician hat,4305.0,36.0,24.0
Xerician robe,5440.0,42.0,28.0
Xerician top,6635.0,48.0,32.0
Yak-hide,301.0,30.0,20.0
Yak-hide armour (legs),576.0,300.0,200.0
Yak-hide armour (top),1688.0,300.0,200.0
Yanillian hops,965.0,4.0,2.0
Yanillian seed,5.0,3.0,2.0
Yellow bead,2014.0,2.0,1.0
Yellow boots,1864.0,300.0,200.0
Yellow cape,206.0,19.0,12.0
Yellow dark bow paint,68240.0,1.0,1.0
Yellow dye,439.0,3.0,2.0
Yellow feather,76.0,7.0,5.0
Yellow flowers,59.0,60.0,40.0
Yellow gloves,1564.0,300.0,200.0
Yellow hat,1411.0,300.0,200.0
Yellow partyhat,6279.0,1.0,1.0
Yellow robe bottoms,740.0,300.0,200.0
Yellow robe top,802.0,300.0,200.0
Yew bird house,1413.0,3.0,2.0
Yew comp bow,1990.0,1080.0,720.0
Yew leaves,450.0,1.0,1.0
Yew logs,286.0,96.0,64.0
Yew longbow,586.0,768.0,512.0
Yew longbow (u),357.0,384.0,256.0
Yew pyre logs,3279.0,192.0,128.0
Yew roots,146.0,1.0,1.0
Yew sapling,30519.0,1.0,1.0
Yew seed,28245.0,85.0,57.0
Yew shield,125.0,384.0,256.0
Yew shortbow,407.0,480.0,320.0
Yew shortbow (u),175.0,240.0,160.0
Yew stock,135.0,100.0,66.0
Young impling jar,2088.0,30.0,20.0
Zalcano shard,90210.0,960.0,640.0
Zamorak armour set (lg),1024671.0,48000.0,32000.0
Zamorak armour set (sk),1009875.0,48000.0,32000.0
Zamorak bracers,120904.0,2400.0,1600.0
Zamorak brew(1),481.0,75.0,50.0
Zamorak brew(2),812.0,90.0,60.0
Zamorak brew(3),733.0,105.0,70.0
Zamorak brew(4),962.0,120.0,80.0
Zamorak chaps,427618.0,3600.0,2400.0
Zamorak cloak,37375.0,1200.0,800.0
Zamorak coif,65060.0,1200.0,800.0
Zamorak crozier,6948.0,3000.0,2000.0
Zamorak d'hide body,239859.0,7800.0,5200.0
Zamorak d'hide boots,723860.0,5580.0,3720.0
Zamorak d'hide shield,399216.0,17000.0,11333.0
Zamorak dragonhide set,908299.0,5400.0,3600.0
Zamorak full helm,858728.0,21120.0,14080.0
Zamorak godsword,16671507.0,750000.0,500000.0
Zamorak godsword ornament kit,240021.0,3000.0,2000.0
Zamorak hilt,16115120.0,300000.0,200000.0
Zamorak kiteshield,43166.0,32640.0,21760.0
Zamorak mitre,28753.0,3000.0,2000.0
Zamorak mix(1),263.0,75.0,50.0
Zamorak mix(2),595.0,90.0,60.0
Zamorak mjolnir,7668.0,375.0,250.0
Zamorak monk bottom,6456.0,18.0,12.0
Zamorak monk top,599.0,24.0,16.0
Zamorak page 1,4790.0,120.0,80.0
Zamorak page 2,5256.0,120.0,80.0
Zamorak page 3,4804.0,120.0,80.0
Zamorak page 4,5789.0,120.0,80.0
Zamorak platebody,41075.0,39000.0,26000.0
Zamorak platelegs,47186.0,38400.0,25600.0
Zamorak plateskirt,38239.0,38400.0,25600.0
Zamorak robe legs,57089.0,4200.0,2800.0
Zamorak robe top,112797.0,4200.0,2800.0
Zamorak stole,5410.0,1500.0,1000.0
Zamorak's grapes,1271.0,30.0,20.0
Zamorakian hasta,2591434.0,180000.0,120000.0
Zamorakian spear,2330678.0,60003.0,40002.0
Zaryte crossbow,343253458.0,594000.0,396000.0
Zaryte vambraces,84532728.0,120000.0,80000.0
Zenyte,14929098.0,45000.0,30000.0
Zenyte amulet,17212368.0,121200.0,80800.0
Zenyte amulet (u),14601928.0,45000.0,30000.0
Zenyte bracelet,19673251.0,120600.0,80400.0
Zenyte necklace,20891062.0,121200.0,80800.0
Zenyte ring,19994180.0,120600.0,80400.0
Zenyte shard,19887165.0,45000.0,30000.0
Zogre bones,852.0,1.0,1.0
Zombie axe,1497038.0,1.0,1.0
Zombie head (Treasure Trails),5177.0,3000.0,2000.0
Zombie helmet,253782.0,1.0,1.0
Zombie pirate key,23721.0,1.0,1.0
Zul-andra teleport,11991.0,6.0,4.0
Zulrah's scales,227.0,12.0,8.0
Zuriel's staff,10000000.0,180000.0,120000.0
Blighted bind sack,,1.0,1.0
Blighted snare sack,,1.0,1.0
Crystal 2h axe,,1.0,1.0
Crystal 2h axe (inactive),,1.0,1.0
Desert camo legs (equipped),,12.0,8.0
Desert camo top (equipped),,12.0,8.0
Jungle camo legs (equipped),,12.0,8.0
Jungle camo top (equipped),,12.0,8.0
Not meat,,1.0,1.0
Polar camo legs (equipped),,12.0,8.0
Polar camo top (equipped),,12.0,8.0
Warped sceptre,,1.0,1.0
Wood camo legs (equipped),,12.0,8.0
Wood camo top (equipped),,12.0,8.0
